二世	14461
风暴	14449
配音员	14439
艾	14437
金曲	14437
办公室	14429
澳大利亚	14424
剑	14420
颜色	14418
票	14414
市民	14412
双	14402
台南	14363
条约	14360
时段	14356
团队	14313
销量	14215
卡尔	14215
福建	14201
住宅	14174
种子	14166
装备	14150
无线	14149
物种	14143
石	14134
隶属于	14130
球季	14129
海	14107
战队	14093
妈妈	14089
庄	14009
命令	13991
总计	13976
乾隆	13975
青春	13971
照片	13952
深圳	13950
日语	13946
报	13940
片尾曲	13929
乐队	13914
文章	13912
价值	13905
志	13893
吴	13882
书院	13870
指导	13869
剧场版	13859
族	13857
总部	13854
职务	13851
人气	13836
思想	13833
学科	13779
父母	13777
前锋	13757
质量	13753
制	13751
资源	13715
民众	13708
班次	13708
型号	13669
好友	13630
尼诺县	13614
詹姆斯	13588
事务	13574
湖南	13555
日文	13542
食物	13520
康熙	13516
主张	13510
桃园	13469
蒙古	13469
河	13468
卡拉	13452
候选人	13447
高速公路	13435
夏	13394
铁	13390
信号	13383
美术	13367
尚书	13362
证明	13359
动作	13343
票房	13342
模型	13341
飓风	13338
希腊	13336
丈夫	13329
月球	13320
成都	13308
方案	13302
菲律宾	13281
部落	13268
敌人	13264
二人	13248
后卫	13235
分数	13223
收费	13221
经典	13182
猫	13168
编辑	13147
品牌	13129
又名	13126
机关	13124
现象	13096
国民	13073
堡	13072
装置	13020
文件	13018
警方	13009
光绪	13005
公开赛	13000
太平洋	12980
天皇	12973
地图	12970
风	12966
对方	12958
利	12950
蓝色	12908
女王	12872
亨利	12832
中山	12803
规则	12801
民主党	12784
洛杉矶	12783
彼得	12783
大赛	12770
瑞士	12761
大战	12761
校区	12752
士	12732
女神	12719
表面	12662
消失	12650
钱	12645
化学	12615
金属	12597
专家	12595
能量	12533
移民	12529
全面	12523
公交	12516
哥哥	12507
面	12496
奥	12484
消息	12476
尼	12475
领袖	12463
武汉	12462
事故	12452
同学	12432
弟弟	12409
体育场	12394
营	12363
文库	12349
绿色	12341
小林	12328
大家	12310
奥地利	12307
公众	12299
旗下	12284
烽火台	12281
工厂	12273
力	12273
鬼	12273
基金会	12268
法院	12259
分镜	12255
朝日	12250
精灵	12247
海洋	12216
刺史	12198
本站	12177
意义	12176
会长	12167
大师	12142
纪录片	12118
气旋	12110
电视节目	12090
军团	12073
后者	12062
标志	12057
排行榜	12042
程度	12033
校园	12028
机	12027
麦	12009
声	11996
民间	11996
效果	11991
田中	11964
大奖赛	11961
势力	11953
氏	11934
状况	11931
规模	11927
人次	11911
清水	11906
中将	11895
顾问	11891
台南市	11870
长城	11863
舰	11851
记忆	11848
魔	11839
医疗	11822
起点	11794
主教	11791
传媒	11733
哲学	11731
用户	11715
总督	11705
形象	11659
墓	11623
古建筑	11609
亲王	11599
华人	11592
字母	11585
罗伯特	11574
信仰	11563
翡翠台	11559
细胞	11557
案	11556
公	11555
柏林	11551
材料	11551
方言	11538
杭州	11526
行政院	11498
行政区划	11486
董事长	11472
教学	11472
原画	11463
机动	11437
丹麦	11421
火车站	11398
兽	11389
舞蹈	11385
坑	11366
季军	11358
任期	11357
权力	11356
坦克	11352
安德森	11344
支	11343
兵	11340
贝尔	11300
墨西哥	11298
例子	11297
神社	11279
商场	11277
周刊	11246
信	11231
插曲	11222
所在地	11220
吉	11196
亚历山大	11185
行政区	11180
武装	11178
比例	11176
加盟	11172
长子	11168
院	11159
代码	11122
档案	11117
署	11107
危机	11105
埃及	11098
以色列	11079
物语	11071
蓝	11066
罗斯	11027
物理	11023
爵士	11018
毛泽东	11010
西藏	10985
教区	10973
网	10930
苏格兰	10929
森	10928
观点	10924
云	10912
本名	10906
雷	10879
学名	10878
勋章	10874
事情	10837
梦想	10837
贵族	10827
群岛	10823
布	10820
三国	10804
重点	10772
叶	10754
新人	10751
文献	10742
诗	10729
爱尔兰	10718
船	10713
界	10708
国民党	10705
秘书	10691
学术	10690
云南	10682
仪式	10677
旧址	10676
印尼	10669
路段	10668
国务院	10654
赵	10650
沙田	10633
称号	10626
安娜	10610
符号	10609
参赛者	10586
食品	10585
区间	10577
超人	10554
义大利	10552
夫	10532
主义	10529
合约	10520
员工	10514
巴	10509
欧	10502
火箭	10495
主场	10493
步枪	10481
服役	10465
江户	10460
司	10452
会员	10435
压力	10404
联合国	10387
主打	10380
高清	10362
男女	10352
青岛	10324
餐厅	10310
入球	10310
屯门	10299
错误	10298
机器人	10289
物质	10278
华视	10278
次数	10268
君	10253
天空	10250
公分	10224
程序	10211
星光	10209
湖北	10195
方	10185
江西	10175
敌	10170
发动机	10158
老板	10152
运动会	10151
手机	10138
交易	10126
直径	10109
杰克	10100
庙	10091
尾	10089
法案	10081
意见	10057
医学	10057
台地	10054
南北	10046
京都	10045
日记	10035
玛丽	10026
风云	10020
动力	10016
朱	10013
视频	10001
华盛顿	9998
陕西	9980
项	9976
国民政府	9972
停车场	9968
棒球	9950
外交	9946
土耳其	9944
广东省	9941
北京市	9938
分子	9931
房屋	9925
爸爸	9918
安徽	9906
比利时	9895
人民币	9888
秘书长	9886
河北	9883
山田	9869
值	9869
步兵	9869
体	9860
铜牌	9859
中国共产党	9856
西安	9853
杀人	9845
广西	9836
有所	9834
全长	9829
葡萄牙	9826
屋	9822
片头曲	9810
兴趣	9803
婚姻	9802
种类	9800
音	9800
汉字	9796
篮球	9795
劲	9790
原则	9789
同名	9784
条例	9767
诗人	9745
名次	9734
院士	9733
郑	9730
朝廷	9724
实验室	9712
香	9693
身分	9692
家人	9681
殿	9679
重量	9675
圣经	9671
蔡	9670
专门	9661
恶魔	9660
水库	9657
山西	9648
三世	9645
角	9644
新北市	9642
战斗机	9622
内战	9609
芝加哥	9584
岛式	9574
观光	9534
姐姐	9533
长沙	9518
事务所	9518
谷	9513
升格	9502
神话	9477
银河	9437
图片	9437
木	9432
形态	9422
频率	9419
整体	9416
情报	9416
日治	9413
麦克	9413
飞	9410
子女	9408
渡边	9407
湖	9398
朝	9397
意	9397
案件	9380
感觉	9378
行星	9376
男演员	9361
局长	9357
战车	9347
大埔	9344
战国	9340
高校	9325
温度	9320
开业	9317
用途	9316
克里斯	9307
经验	9306
山本	9305
美少女	9292
侯	9285
电话	9283
姊妹	9281
性别	9279
恩	9271
敌台	9269
暨	9262
豪敦	9247
全线	9233
工人	9227
菜	9204
商店	9196
内地	9190
司马	9182
队员	9181
图像	9178
新竹	9145
城堡	9140
歌唱	9135
感情	9108
地名	9105
国家队	9105
水平	9104
两者	9102
公爵	9095
海拔	9095
江苏省	9094
监狱	9090
君主	9074
妇女	9064
体重	9063
歌词	9050
纳	9037
西亚	9031
正义	9030
温泉	9027
电	9009
气候	8981
黄色	8979
冒险	8963
青山	8956
甲	8956
代号	8955
编组	8948
伊朗	8944
奖金	8938
词	8935
法语	8931
金融	8926
总数	8924
维尔	8916
新界	8911
平	8910
量	8876
疾病	8874
权利	8866
损失	8853
文物	8840
专用	8821
恒星	8819
电影节	8815
尼亚	8806
连续剧	8806
建筑物	8806
工具	8799
南非	8794
山东省	8773
挪威	8769
荃湾	8767
旅	8765
联系	8763
通讯	8750
途经	8747
实力	8737
热带风暴	8730
教育部	8719
华	8707
职棒	8705
河南省	8701
因素	8688
上市	8667
效力	8662
马丁	8654
大众	8654
特点	8652
格式	8648
首席	8637
波音	8634
书店	8628
四川省	8622
溪	8615
地狱	8611
命运	8609
巨人	8605
曼	8604
女歌手	8588
上海市	8586
杜	8579
唐	8571
上帝	8571
当局	8569
音乐会	8559
剧中	8557
福特	8557
银牌	8551
芬兰	8547
世	8545
电力	8545
领土	8531
莫斯科	8528
司机	8521
演技	8518
身	8514
总会	8513
软件	8508
标记	8505
尔斯	8496
环球	8491
数码	8488
录影带	8485
北美	8471
名人	8450
乐园	8449
月刊	8449
入口	8430
种族	8423
证实	8417
新疆	8415
二战	8392
爱德华	8389
梁	8385
网球	8376
诺	8360
东海	8358
私人	8352
规格	8346
回家	8345
演艺	8345
基金	8344
企划	8343
浙江省	8335
特辑	8325
手枪	8324
东区	8319
国军	8318
名古屋	8316
星系	8310
匈牙利	8310
郎	8288
校友	8284
司令	8272
马力	8269
领导人	8266
商品	8260
曹操	8256
沿革	8243
公式	8231
强度	8230
价格	8226
灵魂	8213
华语	8207
差异	8189
理想	8171
决议	8168
特性	8158
嘉义	8157
山区	8145
级别	8143
凤凰	8142
职位	8139
高铁	8133
沙	8131
牌	8126
美洲	8122
青少年	8114
东亚	8076
威尔	8075
画家	8075
厝	8075
法官	8072
人间	8071
国旗	8067
职员	8065
城镇	8056
阿根廷	8054
兰	8044
火	8042
原住民	8041
目的地	8041
办事处	8040
外国	8026
布朗	8024
国籍	8023
史密斯	8017
山口	8013
画面	8003
代数	7999
俄国	7996
贡献	7989
加藤	7988
新台币	7987
乌克兰	7985
论文	7980
立法委员	7974
夫妇	7971
意识	7970
文明	7970
缅甸	7968
声称	7958
元朗	7947
外观	7938
弟子	7928
情人	7927
理由	7917
战场	7912
造型	7909
换乘	7906
艺术家	7904
态度	7890
封面	7885
进士	7875
荣获	7874
抗议	7858
共产党	7848
起源	7838
南路	7835
时任	7831
空气	7829
电车	7820
生长	7810
战略	7809
商人	7802
广播电台	7801
埃	7793
官网	7790
译名	7783
时空	7779
生态	7772
综艺	7768
软体	7766
车厢	7764
化石	7760
日报	7756
农民	7756
民进党	7754
支线	7747
大夫	7745
像素	7734
工作室	7710
全体	7709
时刻	7706
指数	7700
男孩	7697
社长	7697
科学家	7693
总监	7692
设计师	7685
地址	7685
原文	7677
录音	7676
钢琴	7667
类别	7663
警告	7661
喜剧	7661
长江	7660
广岛	7654
迪士尼	7647
边界	7647
性能	7643
平面	7643
福冈	7643
货物	7643
马德里	7640
顺序	7636
总裁	7629
颁奖礼	7629
小孩	7624
太平	7622
新宿	7614
宋	7603
司令部	7596
短片	7593
硕士	7590
文艺	7587
比尔	7581
智慧	7578
广域	7556
营业	7554
干部	7550
金刚	7548
波士顿	7542
时报	7531
本土	7528
小巴	7525
来宾	7495
江南	7489
成就	7488
成本	7487
斯特	7481
眼睛	7481
魔女	7478
马面	7464
狼	7462
狗	7461
声明	7457
女友	7445
苏丹	7444
流浪	7435
建国	7426
导师	7426
属性	7424
影视	7421
殖民地	7418
嘉	7416
中共中央	7411
邦	7409
战术	7403
基督	7402
横滨	7400
天体	7400
画	7395
平原	7395
董事	7393
菩萨	7388
贾	7386
终极	7382
财政	7381
彩虹	7377
色彩	7376
形状	7371
天地	7371
架构	7366
乐坛	7358
血型	7351
江	7351
将领	7351
体系	7349
尼克	7346
徐	7341
社团	7336
德军	7336
迪	7329
胡	7329
主力	7318
有线	7317
社会主义	7312
药物	7306
长大	7299
玉	7298
洛阳	7295
文物保护	7291
热	7279
雪	7276
田径	7273
粉丝	7266
奇迹	7265
分区	7264
苏州	7259
伯爵	7259
宝贝	7254
子弹	7253
全程	7252
汉语	7251
大将军	7246
柴油机	7230
尼斯	7230
忍者	7226
学系	7226
明珠	7213
技能	7212
管理局	7210
大字	7209
淡水	7207
问	7206
恐龙	7199
河流	7199
福州	7196
慕尼黑	7188
德语	7186
日子	7182
大队	7177
萨	7175
舞台剧	7167
吉他	7166
贵州	7164
河北省	7163
歌谣	7157
曹	7153
韩语	7151
典型	7147
车手	7143
岛屿	7136
耶稣	7131
中原	7126
机器	7126
发音	7124
阿里	7118
蛇	7116
广播剧	7115
证据	7115
第二次世界大战	7110
客车	7100
黎明	7098
上将	7094
模特儿	7083
金曲奖	7081
草	7081
众议院	7079
长安	7072
祖父	7070
劲歌	7068
色	7067
中环	7059
妖怪	7059
报纸	7054
女士	7049
司法	7042
勇士	7042
重庆市	7041
毛	7041
人权	7040
导弹	7040
道光	7034
太守	7032
湖南省	7031
成人	7029
托马斯	7015
形	7013
教室	7010
工程师	7002
投手	7002
场景	7001
特命	6989
沈阳	6986
首领	6984
军区	6983
天文	6979
迈克尔	6977
玫瑰	6976
猎人	6974
里程	6962
政治委员	6956
患者	6950
元帅	6948
优势	6936
刀	6929
首度	6929
得票率	6925
泰勒	6923
国民小学	6922
资金	6922
口径	6915
火星	6914
查尔斯	6912
约瑟夫	6907
经理	6900
病毒	6897
九州	6894
牛	6886
大西洋	6885
直升机	6883
剧团	6883
香港电影	6870
状	6865
港口	6862
论坛	6861
修正	6860
地形	6857
炸弹	6856
半岛	6840
陨石坑	6838
大街	6832
季后赛	6831
电力机车	6831
费城	6824
古墓葬	6816
镜头	6812
洞	6809
绘画	6808
器	6807
次郎	6806
乡道	6804
东路	6792
总经理	6787
现实	6784
中国人民解放军	6759
任天堂	6758
高级中学	6756
瓦	6756
数目	6756
大地	6754
使用者	6751
百合	6750
穆罕默德	6749
课	6748
阳光	6744
月食	6740
效应	6738
市中心	6735
亭	6735
圣母	6727
资产	6727
领队	6725
剧院	6723
空调	6703
长官	6698
型态	6695
利亚	6689
父	6686
小学校	6686
基隆	6681
责任	6677
令人	6676
天气	6671
办理	6671
汤	6671
郭	6664
冢	6662
米兰	6658
区议会	6658
机体	6658
编码	6655
中正	6653
外表	6648
台湾省	6647
福建省	6644
美食	6644
海域	6642
进球	6640
汤姆	6632
南海	6630
高山	6625
株式会社	6619
哈	6591
边缘	6590
勇者	6580
虎	6572
先锋	6569
图案	6564
辽宁	6563
作曲家	6561
代表性	6559
情形	6559
保安	6559
货币	6555
钢铁	6554
山西省	6548
经济学	6547
主体	6545
天才	6544
能源	6543
众人	6532
犹太人	6531
医师	6527
板桥	6521
时尚	6519
欧元	6519
茶	6517
旗	6517
基因	6514
房间	6505
原型	6502
飞弹	6500
天王	6497
机制	6493
玻璃	6491
松山	6490
伙伴	6487
回国	6485
石油	6480
流	6477
火车	6462
时速	6461
安妮	6459
分校	6453
卒	6446
隆	6442
联队	6441
库	6435
甲组	6432
专区	6432
耶	6430
丹尼尔	6430
外围赛	6426
奥斯卡	6426
研究生	6425
发售日期	6425
议席	6418
图书	6411
钻石	6408
西拉	6405
法庭	6402
本片	6398
地下铁	6395
对话	6382
历代	6372
航线	6367
军官	6362
企图	6353
军人	6353
单	6352
榜单	6348
会馆	6341
福	6335
深度	6334
美女	6331
松本	6330
饮食	6329
西路	6328
史迹	6327
装饰	6324
港铁	6322
艾伦	6316
美术馆	6314
形容	6312
酒	6307
工会	6302
干线	6301
雷诺	6294
新村	6290
园区	6285
大使馆	6284
银	6282
头部	6281
客家	6270
万历	6269
天堂	6268
指挥官	6268
原声带	6263
慈善	6252
丁	6249
骑兵	6249
圆	6238
佛	6237
魔王	6231
加州	6230
警报	6228
北区	6218
饭店	6218
利益	6217
安徽省	6214
容量	6211
雅	6210
程式	6206
女配角	6206
普通话	6205
处理器	6204
原理	6202
参谋长	6196
物理学	6196
低气压	6194
宠物	6191
枪	6187
宗	6186
微	6182
无人	6177
出局	6168
拉斯	6167
路易斯	6166
梅	6165
厦门	6163
蒂	6156
嘉庆	6152
专线	6148
哥	6147
命	6142
兵团	6138
策略	6135
费尔德	6128
抗日战争	6127
航班	6126
分支	6123
西区	6121
叙利亚	6119
交汇处	6117
旺角	6103
容纳	6102
填词	6102
姓氏	6101
总决赛	6097
措施	6093
战舰	6081
半影	6078
工作人员	6078
伊拉克	6076
症状	6073
半决赛	6072
竹	6069
光明	6068
格勒	6065
雨	6059
月份	6059
规范	6053
哥伦比亚	6052
宁波	6052
湖北省	6049
遭遇	6049
多伦多	6046
伊斯兰	6044
音乐剧	6043
节度使	6041
香港电台	6038
现存	6035
费用	6031
次子	6030
宿舍	6030
解放军	6027
资助	6024
白金	6021
藤原	6019
信徒	6018
抗战	6015
角度	6013
熊	6013
前线	6008
假	6006
道具	6004
总面积	6002
政治家	5997
桃园市	5996
乌	5995
领地	5993
职	5986
粒子	5982
蒋介石	5979
习惯	5970
男配角	5966
班机	5964
目录	5964
帝王	5957
丰原	5946
牧师	5942
丹尼	5942
山脉	5941
计算机	5941
坪	5941
红外线	5932
事物	5926
联合会	5922
高峰	5921
山顶	5921
济南	5919
农历	5912
地域	5906
医学院	5903
鲁	5901
人称	5898
上车	5897
希尔	5893
暴力	5888
坊	5887
游客	5885
东南亚	5885
凯文	5883
次列车	5883
市政府	5882
琉球	5881
大学生	5879
学士	5877
火山	5877
陕西省	5877
机枪	5873
狮子	5872
武士	5869
码	5867
老人	5866
货运	5864
乡村	5861
北平	5853
青	5839
师团	5836
抗日	5830
区分	5828
事实	5826
团长	5825
心理	5824
侧式	5821
校舍	5818
锡	5815
刘德华	5814
雄	5812
婚礼	5810
指令	5807
幼稚园	5803
物体	5802
动画版	5794
车型	5791
中队	5788
环形山	5786
皮	5784
法拉利	5781
怪兽	5779
元音	5776
十字	5774
桥梁	5772
办法	5771
民视	5768
权	5768
广州市	5765
新建	5757
男友	5756
南昌	5752
奖章	5749
黄河	5747
外传	5743
柯南	5742
高架	5738
足球联赛	5733
读书	5733
奖牌	5731
读者	5730
情	5729
联络	5727
城区	5722
福利	5721
名词	5721
英寸	5719
尺寸	5718
高丽	5717
帕	5715
克拉	5715
玛	5714
阿拉伯	5706
旗帜	5700
原子	5696
中国国民党	5687
武	5686
恋人	5686
大人	5683
宣言	5678
替代	5673
博	5663
席位	5661
影响力	5661
古迹	5660
委托	5655
助手	5650
尸体	5647
公寓	5643
边境	5642
罗马尼亚	5636
阿波罗	5629
东风	5628
全世界	5628
学堂	5624
单行本	5624
捷克	5623
木村	5621
主权	5620
逻辑	5619
平民	5613
地带	5605
北路	5599
礼	5598
新庄	5590
结局	5589
矩阵	5586
轰炸机	5582
号码	5581
创办人	5578
物品	5578
风险	5550
女生	5547
村民	5545
首任	5540
莎	5536
汉族	5534
人口普查	5533
农村	5529
湖南卫视	5528
安东尼	5523
建筑师	5522
理念	5519
手术	5517
主管	5516
遗迹	5512
公视	5502
爵位	5501
纪念馆	5499
德拉	5498
巨蛋	5496
立场	5491
空	5488
怪物	5486
关西	5484
视觉	5478
海勒	5477
彗星	5477
雷达	5476
标本	5475
改编自	5466
座位	5465
维也纳	5461
动工	5461
农场	5457
望远镜	5451
卫	5450
孙中山	5449
巴斯	5449
旧金山	5447
场所	5446
亚洲电视	5446
人民政府	5437
职业生涯	5435
区别	5434
古典	5433
车体	5433
技巧	5431
咖啡	5429
神父	5426
华纳	5424
彰化县	5421
大王	5420
驱逐舰	5418
情节	5417
制片人	5410
波斯	5410
华丽	5408
古巴	5407
影评人	5406
密度	5404
籍	5398
索尼	5397
自动车	5396
宜兰	5395
都督	5395
脚	5393
研究院	5390
秦	5389
原唱	5389
臣	5388
名额	5387
姐妹	5387
欧阳	5384
宝石	5383
房	5381
太原	5377
曼联	5374
维多利亚	5374
全权大使	5368
洲	5360
宣告	5360
穿著	5359
保险	5353
角川	5351
漫画家	5351
幻想	5350
燃料	5349
主人	5347
距	5346
教宗	5343
尼尔	5343
琼斯	5328
伯	5327
负责人	5326
市镇	5320
总人口	5313
音乐作品	5313
海盗	5313
群众	5307
克斯	5306
艺名	5305
东站	5303
小野	5302
大门	5301
百姓	5299
裔	5292
屏东	5290
学位	5288
满洲	5287
头衔	5283
潘	5280
吸血鬼	5280
玛丽亚	5278
战机	5276
绰号	5276
同志	5276
人为	5274
钢弹	5272
苹果	5270
小组赛	5270
心脏	5270
总长	5269
